Designator,Mid X,Mid Y,Rotation,Layer
D1,126.13125,-34.925,0.0,top
D2,135.65625,-34.925,0.0,top
D3,145.18125,-34.925,0.0,top
D4,154.70625,-34.925,0.0,top
SW1,111.685,-64.10875,0.0,top
SW2,168.835,-45.05875,0.0,top
SW3,130.735,-45.05875,0.0,top
SW4,149.785,-45.05875,0.0,top
SW5,150.05,-66.0,0.0,top
SW6,169.1,-66.0,0.0,top
U1,131.3175,-67.469,180.0,top
